"fare_id","price","currency_type","payment_method","transfers","transfer_duration"
"29007_290875_1_200","200","JPY","0","0",
"25004_250621_1_230","230","JPY","0","0",
"25005_250931_1_340","340","JPY","0","0",
"29005_291092_1_450","450","JPY","0","0",
"25001_250462_1_580","580","JPY","0","0",
"20001_200211_1_430","430","JPY","0","0",
"21002_210011_1_190","190","JPY","0","0",
"25002_250473_1_950","950","JPY","0","0",
"21002_210015_1_280","280","JPY","0","0",
"25003_508_1_250","250","JPY","0","0",
"25004_250962_1_240","240","JPY","0","0",
"25004_250621_1_690","690","JPY","0","0",
"25002_250475_1_730","730","JPY","0","0",
"25004_250651_1_450","450","JPY","0","0",
"25003_543_1_450","450","JPY","0","0",
"20001_200211_1_510","510","JPY","0","0",
"25006_816_1_380","380","JPY","0","0",
"25002_250476_1_500","500","JPY","0","0",
"25004_250631_1_300","300","JPY","0","0",
"21002_210021_1_170","170","JPY","0","0",
"21002_210041_1_380","380","JPY","0","0",
"25003_541_1_660","660","JPY","0","0",
"25004_250596_1_480","480","JPY","0","0",
"25004_250612_1_350","350","JPY","0","0",
"25004_250592_1_380","380","JPY","0","0",
"29003_290541_1_420","420","JPY","0","0",
"25004_250622_1_290","290","JPY","0","0",
"25004_250621_1_440","440","JPY","0","0",
"21002_210042_1_140","140","JPY","0","0",
"29007_290111_1_190","190","JPY","0","0",
"25004_250612_1_460","460","JPY","0","0",
"29005_292012_1_500","500","JPY","0","0",
"21002_210073_1_170","170","JPY","0","0",
"25003_506_1_770","770","JPY","0","0",
"25003_536_1_450","450","JPY","0","0",
"21002_210026_1_320","320","JPY","0","0",
"25004_250612_1_520","520","JPY","0","0",
"29005_292022_1_260","260","JPY","0","0",
"25003_508_1_500","500","JPY","0","0",
"25002_250471_1_340","340","JPY","0","0",
"25003_507_1_450","450","JPY","0","0",
"25003_535_1_230","230","JPY","0","0",
"25003_503_1_280","280","JPY","0","0",
"21002_210013_1_290","290","JPY","0","0",
"25003_533_1_310","310","JPY","0","0",
"25003_509_1_620","620","JPY","0","0",
"29005_292026_1_190","190","JPY","0","0",
"25002_250473_1_190","190","JPY","0","0",
"21002_210033_1_140","140","JPY","0","0",
"25004_250611_1_440","440","JPY","0","0",
"25004_250602_1_290","290","JPY","0","0",
"29005_291011_1_260","260","JPY","0","0",
"21003_210101_1_400","400","JPY","0","0",
"29001_290512_1_170","170","JPY","0","0",
"29005_291012_1_430","430","JPY","0","0",
"25004_250963_1_400","400","JPY","0","0",
"29010_290631_1_240","240","JPY","0","0",
"25004_250614_1_340","340","JPY","0","0",
"29007_290114_1_370","370","JPY","0","0",
"25003_564_1_700","700","JPY","0","0",
"21002_210072_1_400","400","JPY","0","0",
"29005_291022_1_190","190","JPY","0","0",
"25003_510_1_390","390","JPY","0","0",
"25004_250595_1_250","250","JPY","0","0",
"25003_564_1_620","620","JPY","0","0",
"21002_210074_1_400","400","JPY","0","0",
"25002_250478_1_980","980","JPY","0","0",
"25004_250611_1_690","690","JPY","0","0",
"25002_250473_1_860","860","JPY","0","0",
"25004_250595_1_640","640","JPY","0","0",
"25004_250596_1_300","300","JPY","0","0",
"25004_250631_1_480","480","JPY","0","0",
"25002_250477_1_970","970","JPY","0","0",
"20001_200214_1_200","200","JPY","0","0",
"25004_250962_1_650","650","JPY","0","0",
"20001_200213_1_170","170","JPY","0","0",
"25003_506_1_170","170","JPY","0","0",
"29003_290552_1_260","260","JPY","0","0",
"25003_574_1_420","420","JPY","0","0",
"20001_200212_1_370","370","JPY","0","0",
"25002_250474_1_390","390","JPY","0","0",
"25001_250462_1_740","740","JPY","0","0",
"25006_816_1_490","490","JPY","0","0",
"25003_535_1_630","630","JPY","0","0",
"25002_250477_1_400","400","JPY","0","0",
"29003_290551_1_340","340","JPY","0","0",
"29005_292011_1_510","510","JPY","0","0",
"25003_503_1_570","570","JPY","0","0",
"29005_292021_1_200","200","JPY","0","0",
"25003_533_1_210","210","JPY","0","0",
"25003_505_1_510","510","JPY","0","0",
"25006_250816_1_430","430","JPY","0","0",
"25005_250932_1_360","360","JPY","0","0",
"25003_510_1_530","530","JPY","0","0",
"25006_250813_1_260","260","JPY","0","0",
"25001_250461_1_490","490","JPY","0","0",
"25002_250477_1_450","450","JPY","0","0",
"29005_291011_1_230","230","JPY","0","0",
"29010_290633_1_400","400","JPY","0","0",
"25003_506_1_930","930","JPY","0","0",
"25004_250631_1_720","720","JPY","0","0",
"25003_535_1_260","260","JPY","0","0",
"29003_290542_1_290","290","JPY","0","0",
"25004_250962_1_250","250","JPY","0","0",
"21003_210101_1_450","450","JPY","0","0",
"29010_290635_1_380","380","JPY","0","0",
"25004_250962_1_640","640","JPY","0","0",
"25004_250595_1_650","650","JPY","0","0",
"25004_250614_1_750","750","JPY","0","0",
"25005_250911_1_170","170","JPY","0","0",
"21002_210034_1_190","190","JPY","0","0",
"25004_250591_1_430","430","JPY","0","0",
"21002_210026_1_370","370","JPY","0","0",
"25004_250596_1_560","560","JPY","0","0",
"25004_250622_1_850","850","JPY","0","0",
"25004_250652_1_590","590","JPY","0","0",
"25003_507_1_970","970","JPY","0","0",
"25002_250474_1_530","530","JPY","0","0",
"25003_503_1_840","840","JPY","0","0",
"25004_250963_1_450","450","JPY","0","0",
"25002_250471_1_750","750","JPY","0","0",
"25004_250595_1_240","240","JPY","0","0",
"25004_250631_1_560","560","JPY","0","0",
"25003_511_1_350","350","JPY","0","0",
"25003_509_1_200","200","JPY","0","0",
"25003_537_1_660","660","JPY","0","0",
"29010_290631_1_250","250","JPY","0","0",
"25003_547_1_600","600","JPY","0","0",
"29005_292026_1_120","120","JPY","0","0",
"25002_250473_1_120","120","JPY","0","0",
"25004_250594_1_220","220","JPY","0","0",
"29005_291022_1_120","120","JPY","0","0",
"29007_290114_1_320","320","JPY","0","0",
"25003_564_1_200","200","JPY","0","0",
"25003_536_1_970","970","JPY","0","0",
"25004_250605_1_790","790","JPY","0","0",
"25004_250605_1_510","510","JPY","0","0",
"25004_250651_1_400","400","JPY","0","0",
"25002_250474_1_1000","1000","JPY","0","0",
"20001_200214_1_620","620","JPY","0","0",
"25005_250932_1_220","220","JPY","0","0",
"25003_545_1_170","170","JPY","0","0",
"29005_291052_1_330","330","JPY","0","0",
"29005_292022_1_230","230","JPY","0","0",
"25002_250475_1_430","430","JPY","0","0",
"25003_511_1_520","520","JPY","0","0",
"21002_210012_1_200","200","JPY","0","0",
"21002_210013_1_270","270","JPY","0","0",
"20001_200212_1_320","320","JPY","0","0",
"25001_250461_1_380","380","JPY","0","0",
"21004_210061_1_170","170","JPY","0","0",
"25003_511_1_460","460","JPY","0","0",
"29005_291021_1_430","430","JPY","0","0",
"25002_250474_1_140","140","JPY","0","0",
"25002_250471_1_380","380","JPY","0","0",
"29010_290634_1_240","240","JPY","0","0",
"25003_509_1_460","460","JPY","0","0",
"29005_292022_1_440","440","JPY","0","0",
"25003_508_1_650","650","JPY","0","0",
"21002_210018_1_280","280","JPY","0","0",
"25002_250476_1_760","760","JPY","0","0",
"25004_250622_1_610","610","JPY","0","0",
"25002_250475_1_790","790","JPY","0","0",
"25002_250475_1_510","510","JPY","0","0",
"25003_509_1_520","520","JPY","0","0",
"21002_210012_1_350","350","JPY","0","0",
"25004_250614_1_380","380","JPY","0","0",
"25003_537_1_190","190","JPY","0","0",
"29005_291092_1_400","400","JPY","0","0",
"25003_574_1_280","280","JPY","0","0",
"25003_564_1_460","460","JPY","0","0",
"25003_534_1_410","410","JPY","0","0",
"25002_250476_1_650","650","JPY","0","0",
"25003_531_1_170","170","JPY","0","0",
"25003_574_1_570","570","JPY","0","0",
"25004_250605_1_430","430","JPY","0","0",
"25004_250631_1_220","220","JPY","0","0",
"25003_503_1_420","420","JPY","0","0",
"29005_292024_1_170","170","JPY","0","0",
"25004_250621_1_260","260","JPY","0","0",
"25003_564_1_350","350","JPY","0","0",
"25003_509_1_350","350","JPY","0","0",
"25003_511_1_200","200","JPY","0","0",
"29010_290632_1_400","400","JPY","0","0",
"25004_250602_1_600","600","JPY","0","0",
"25004_250596_1_360","360","JPY","0","0",
"29003_290551_1_380","380","JPY","0","0",
"25003_538_1_390","390","JPY","0","0",
"29007_290114_1_310","310","JPY","0","0",
"25003_541_1_120","120","JPY","0","0",
"25004_250631_1_890","890","JPY","0","0",
"25001_250461_1_750","750","JPY","0","0",
"25002_250476_1_240","240","JPY","0","0",
"21004_210063_1_210","210","JPY","0","0",
"25003_503_1_680","680","JPY","0","0",
"29005_292021_1_460","460","JPY","0","0",
"25004_250631_1_360","360","JPY","0","0",
"29010_290636_1_250","250","JPY","0","0",
"25002_250474_1_1060","1060","JPY","0","0",
"25002_250472_1_410","410","JPY","0","0",
"29007_290112_1_230","230","JPY","0","0",
"21002_210041_1_340","340","JPY","0","0",
"21002_210014_1_280","280","JPY","0","0",
"25006_816_1_340","340","JPY","0","0",
"25004_250591_1_510","510","JPY","0","0",
"25004_250631_1_780","780","JPY","0","0",
"25002_250477_1_960","960","JPY","0","0",
"25004_250596_1_220","220","JPY","0","0",
"25005_250912_1_250","250","JPY","0","0",
"25003_533_1_370","370","JPY","0","0",
"25004_250592_1_340","340","JPY","0","0",
"21005_210332_1_270","270","JPY","0","0",
"25004_250602_1_610","610","JPY","0","0",
"25004_250641_1_330","330","JPY","0","0",
"25004_250962_1_500","500","JPY","0","0",
"25004_250612_1_620","620","JPY","0","0",
"25003_508_1_240","240","JPY","0","0",
"20001_200212_1_310","310","JPY","0","0",
"25003_531_1_770","770","JPY","0","0",
"29007_290113_1_390","390","JPY","0","0",
"25004_250622_1_600","600","JPY","0","0",
"25002_250471_1_490","490","JPY","0","0",
"25003_542_1_170","170","JPY","0","0",
"25004_250612_1_700","700","JPY","0","0",
"25006_250816_1_510","510","JPY","0","0",
"29005_292012_1_240","240","JPY","0","0",
"29003_290541_1_280","280","JPY","0","0",
"21004_210065_1_280","280","JPY","0","0",
"21002_210035_1_290","290","JPY","0","0",
"29005_292021_1_350","350","JPY","0","0",
"25004_250611_1_260","260","JPY","0","0",
"25002_250473_1_540","540","JPY","0","0",
"25003_517_1_530","530","JPY","0","0",
"25002_250477_1_810","810","JPY","0","0",
"25003_505_1_430","430","JPY","0","0",
"25005_250914_1_340","340","JPY","0","0",
"21002_210026_1_210","210","JPY","0","0",
"21002_210011_1_120","120","JPY","0","0",
"21002_210042_1_130","130","JPY","0","0",
"25004_250614_1_490","490","JPY","0","0",
"29005_291011_1_440","440","JPY","0","0",
"29007_290872_1_280","280","JPY","0","0",
"25002_250474_1_490","490","JPY","0","0",
"25004_250592_1_390","390","JPY","0","0",
"21004_210062_1_190","190","JPY","0","0",
"25003_533_1_600","600","JPY","0","0",
"25004_250963_1_640","640","JPY","0","0",
"25004_250596_1_620","620","JPY","0","0",
"21002_210012_1_300","300","JPY","0","0",
"25006_816_1_390","390","JPY","0","0",
"21002_210011_1_260","260","JPY","0","0",
"25004_250652_1_790","790","JPY","0","0",
"25003_517_1_750","750","JPY","0","0",
"25004_250652_1_510","510","JPY","0","0",
"25004_250611_1_120","120","JPY","0","0",
"25003_537_1_630","630","JPY","0","0",
"21005_210332_1_210","210","JPY","0","0",
"29005_292021_1_480","480","JPY","0","0",
"25004_250962_1_450","450","JPY","0","0",
"25002_250477_1_250","250","JPY","0","0",
"25003_538_1_340","340","JPY","0","0",
"25004_250651_1_240","240","JPY","0","0",
"25003_505_1_880","880","JPY","0","0",
"25003_543_1_240","240","JPY","0","0",
"25002_250477_1_640","640","JPY","0","0",
"25005_250914_1_390","390","JPY","0","0",
"25003_505_1_590","590","JPY","0","0",
"21002_210025_1_170","170","JPY","0","0",
"25002_250478_1_730","730","JPY","0","0",
"25004_250641_1_420","420","JPY","0","0",
"21003_210101_1_250","250","JPY","0","0",
"25003_531_1_580","580","JPY","0","0",
"25004_250861_1_210","210","JPY","0","0",
"25003_541_1_260","260","JPY","0","0",
"25001_250461_1_530","530","JPY","0","0",
"25003_510_1_490","490","JPY","0","0",
"21002_210026_1_270","270","JPY","0","0",
"29003_290542_1_320","320","JPY","0","0",
"25004_250963_1_250","250","JPY","0","0",
"25004_250622_1_370","370","JPY","0","0",
"25003_507_1_650","650","JPY","0","0",
"25004_250612_1_220","220","JPY","0","0",
"29005_291011_1_180","180","JPY","0","0",
"29007_290113_1_340","340","JPY","0","0",
"25004_250595_1_400","400","JPY","0","0",
"21002_210074_1_250","250","JPY","0","0",
"25003_536_1_240","240","JPY","0","0",
"25004_250621_1_120","120","JPY","0","0",
"29005_292022_1_180","180","JPY","0","0",
"25003_510_1_380","380","JPY","0","0",
"21002_210035_1_310","310","JPY","0","0",
"25003_535_1_540","540","JPY","0","0",
"25004_250612_1_780","780","JPY","0","0",
"25004_250641_1_680","680","JPY","0","0",
"25003_507_1_240","240","JPY","0","0",
"25003_536_1_650","650","JPY","0","0",
"25004_250612_1_360","360","JPY","0","0",
"25004_250651_1_760","760","JPY","0","0",
"20001_200212_1_290","290","JPY","0","0",
"25004_250622_1_870","870","JPY","0","0",
"25003_503_1_330","330","JPY","0","0",
"25004_250612_1_890","890","JPY","0","0",
"25003_509_1_480","480","JPY","0","0",
"20001_200214_1_560","560","JPY","0","0",
"29005_292021_1_300","300","JPY","0","0",
"21000_210009_1_120","120","JPY","0","0",
"25002_250476_1_900","900","JPY","0","0",
"25004_250602_1_370","370","JPY","0","0",
"25003_542_1_580","580","JPY","0","0",
"29010_290633_1_240","240","JPY","0","0",
"21002_210013_1_370","370","JPY","0","0",
"25002_250474_1_380","380","JPY","0","0",
"25004_250862_1_430","430","JPY","0","0",
"25001_250461_1_140","140","JPY","0","0",
"25004_250631_1_700","700","JPY","0","0",
"25004_250651_1_650","650","JPY","0","0",
"25002_250475_1_980","980","JPY","0","0",
"25004_250605_1_590","590","JPY","0","0",
"29007_290112_1_190","190","JPY","0","0",
"25004_250631_1_620","620","JPY","0","0",
"29007_290114_1_290","290","JPY","0","0",
"25003_508_1_970","970","JPY","0","0",
"25004_250612_1_720","720","JPY","0","0",
"29004_290501_1_250","250","JPY","0","0",
"29005_292012_1_400","400","JPY","0","0",
"25002_250475_1_880","880","JPY","0","0",
"25003_547_1_370","370","JPY","0","0",
"25002_250471_1_140","140","JPY","0","0",
"29003_290552_1_190","190","JPY","0","0",
"25003_534_1_570","570","JPY","0","0",
"25003_574_1_410","410","JPY","0","0",
"29005_291052_1_420","420","JPY","0","0",
"21002_210033_1_340","340","JPY","0","0",
"21002_210034_1_230","230","JPY","0","0",
"25002_250473_1_260","260","JPY","0","0",
"25004_250611_1_540","540","JPY","0","0",
"29003_290542_1_310","310","JPY","0","0",
"25002_250478_1_910","910","JPY","0","0",
"25003_534_1_280","280","JPY","0","0",
"29005_291011_1_190","190","JPY","0","0",
"25003_531_1_740","740","JPY","0","0",
"25003_517_1_380","380","JPY","0","0",
"25002_250476_1_970","970","JPY","0","0",
"25004_250602_1_210","210","JPY","0","0",
"25002_250475_1_590","590","JPY","0","0",
"25002_250476_1_400","400","JPY","0","0",
"21002_210035_1_100","100","JPY","0","0",
"20001_200214_1_220","220","JPY","0","0",
"21002_210013_1_210","210","JPY","0","0",
"29005_291022_1_260","260","JPY","0","0",
"25004_250614_1_530","530","JPY","0","0",
"25007_2250695_1_200","200","JPY","0","0",
"25003_517_1_490","490","JPY","0","0",
"29007_290111_1_260","260","JPY","0","0",
"25004_250641_1_470","470","JPY","0","0",
"21002_210042_1_340","340","JPY","0","0",
"25002_250472_1_280","280","JPY","0","0",
"29010_290632_1_240","240","JPY","0","0",
"25002_250471_1_530","530","JPY","0","0",
"25003_533_1_850","850","JPY","0","0",
"20001_200214_1_360","360","JPY","0","0",
"21002_210035_1_320","320","JPY","0","0",
"25002_250474_1_750","750","JPY","0","0",
"25006_250816_1_590","590","JPY","0","0",
"25002_250477_1_500","500","JPY","0","0",
"25004_250612_1_560","560","JPY","0","0",
"29005_292022_1_190","190","JPY","0","0",
"25004_250622_1_210","210","JPY","0","0",
"21002_210041_1_130","130","JPY","0","0",
"29005_291092_1_240","240","JPY","0","0",
"21002_210015_1_330","330","JPY","0","0",
"25004_250652_1_430","430","JPY","0","0",
"21003_210101_1_500","500","JPY","0","0",
"25003_535_1_120","120","JPY","0","0",
"29003_290541_1_410","410","JPY","0","0",
"25004_250963_1_500","500","JPY","0","0",
"25002_250472_1_570","570","JPY","0","0",
"25004_250621_1_540","540","JPY","0","0",
"25003_510_1_750","750","JPY","0","0",
"21002_210016_1_250","250","JPY","0","0",
"29010_290634_1_400","400","JPY","0","0",
"25003_511_1_560","560","JPY","0","0",
"25003_510_1_340","340","JPY","0","0",
"25004_250594_1_200","200","JPY","0","0",
"25001_250462_1_550","550","JPY","0","0",
"21003_210102_1_170","170","JPY","0","0",
"25003_507_1_500","500","JPY","0","0",
"25004_250614_1_390","390","JPY","0","0",
"25004_250631_1_350","350","JPY","0","0",
"25004_250612_1_300","300","JPY","0","0",
"25004_250652_1_730","730","JPY","0","0",
"25004_250611_1_180","180","JPY","0","0",
"29007_290111_1_230","230","JPY","0","0",
"21002_210018_1_330","330","JPY","0","0",
"25004_250621_1_660","660","JPY","0","0",
"25002_250471_1_390","390","JPY","0","0",
"29004_290501_1_240","240","JPY","0","0",
"29005_291011_1_120","120","JPY","0","0",
"25004_250601_1_550","550","JPY","0","0",
"25004_250622_1_310","310","JPY","0","0",
"25004_250611_1_950","950","JPY","0","0",
"21002_210022_1_170","170","JPY","0","0",
"25002_250474_1_340","340","JPY","0","0",
"29010_290636_1_400","400","JPY","0","0",
"20001_200212_1_600","600","JPY","0","0",
"25004_250631_1_520","520","JPY","0","0",
"25005_250932_1_200","200","JPY","0","0",
"25002_250478_1_790","790","JPY","0","0",
"25002_250472_1_840","840","JPY","0","0",
"25002_250478_1_510","510","JPY","0","0",
"25003_538_1_490","490","JPY","0","0",
"25004_250631_1_460","460","JPY","0","0",
"29005_292021_1_360","360","JPY","0","0",
"20001_200213_1_670","670","JPY","0","0",
"21002_210012_1_220","220","JPY","0","0",
"25004_250611_1_660","660","JPY","0","0",
"25004_250641_1_280","280","JPY","0","0",
"25002_250472_1_470","470","JPY","0","0",
"21002_210034_1_260","260","JPY","0","0",
"25002_250473_1_630","630","JPY","0","0",
"25004_250651_1_500","500","JPY","0","0",
"25003_543_1_500","500","JPY","0","0",
"25004_250596_1_460","460","JPY","0","0",
"21002_210014_1_330","330","JPY","0","0",
"21002_210035_1_370","370","JPY","0","0",
"29010_290632_1_250","250","JPY","0","0",
"29005_292021_1_220","220","JPY","0","0",
"21002_210012_1_360","360","JPY","0","0",
"25003_534_1_840","840","JPY","0","0",
"25004_250621_1_180","180","JPY","0","0",
"29005_292022_1_120","120","JPY","0","0",
"25002_250476_1_450","450","JPY","0","0",
"25003_535_1_860","860","JPY","0","0",
"25004_250596_1_520","520","JPY","0","0",
"29003_290542_1_210","210","JPY","0","0",
"20001_200213_1_580","580","JPY","0","0",
"25003_506_1_580","580","JPY","0","0",
"29005_292012_1_450","450","JPY","0","0",
"29005_291022_1_230","230","JPY","0","0",
"21002_210016_1_240","240","JPY","0","0",
"25003_536_1_500","500","JPY","0","0",
"25003_564_1_360","360","JPY","0","0",
"29003_290541_1_330","330","JPY","0","0",
"25004_250602_1_310","310","JPY","0","0",
"25003_509_1_360","360","JPY","0","0",
"25003_508_1_450","450","JPY","0","0",
"25003_535_1_190","190","JPY","0","0",
"25004_250621_1_950","950","JPY","0","0",
"25004_250612_1_480","480","JPY","0","0",
"25004_250596_1_350","350","JPY","0","0",
"21002_210013_1_310","310","JPY","0","0",
"29005_291092_1_250","250","JPY","0","0",
"25003_533_1_290","290","JPY","0","0",
"25002_250473_1_230","230","JPY","0","0",
"25004_250641_1_570","570","JPY","0","0",
"21002_210026_1_290","290","JPY","0","0",
"21004_210062_1_120","120","JPY","0","0",
"25002_250477_1_240","240","JPY","0","0",
"25004_250596_1_200","200","JPY","0","0",
"21002_210035_1_210","210","JPY","0","0",
"25004_250651_1_250","250","JPY","0","0",
"25002_250473_1_690","690","JPY","0","0",
"21002_210041_1_140","140","JPY","0","0",
"25003_543_1_250","250","JPY","0","0",
"21002_210042_1_380","380","JPY","0","0",
"25003_511_1_360","360","JPY","0","0",
"25004_250593_1_430","430","JPY","0","0",
"25004_250592_1_140","140","JPY","0","0",
"21002_210013_1_100","100","JPY","0","0",
"29005_291022_1_440","440","JPY","0","0",
"20001_200214_1_300","300","JPY","0","0",
"25002_250473_1_440","440","JPY","0","0",
"25004_250611_1_190","190","JPY","0","0",
"25003_511_1_780","780","JPY","0","0",
"25003_508_1_810","810","JPY","0","0",
"21005_210332_1_160","160","JPY","0","0",
"25002_250476_1_960","960","JPY","0","0",
"25003_536_1_640","640","JPY","0","0",
"25002_250472_1_420","420","JPY","0","0",
"25002_250478_1_1110","1110","JPY","0","0",
"25003_533_1_830","830","JPY","0","0",
"25003_535_1_660","660","JPY","0","0",
"21002_210074_1_240","240","JPY","0","0",
"25003_536_1_250","250","JPY","0","0",
"20001_200211_1_590","590","JPY","0","0",
"25004_250963_1_240","240","JPY","0","0",
"25005_250931_1_390","390","JPY","0","0",
"25003_534_1_680","680","JPY","0","0",
"29010_290631_1_400","400","JPY","0","0",
"21003_210101_1_240","240","JPY","0","0",
"25002_250476_1_810","810","JPY","0","0",
"25004_250622_1_320","320","JPY","0","0",
"25003_535_1_1020","1020","JPY","0","0",
"21006_211081_1_140","140","JPY","0","0",
"25001_250462_1_770","770","JPY","0","0",
"25003_546_1_370","370","JPY","0","0",
"25004_250611_1_860","860","JPY","0","0",
"25004_250651_1_640","640","JPY","0","0",
"25003_543_1_640","640","JPY","0","0",
"25002_250472_1_680","680","JPY","0","0",
"25002_250477_1_760","760","JPY","0","0",
"25004_250621_1_190","190","JPY","0","0",
"25003_503_1_410","410","JPY","0","0",
"25006_816_1_530","530","JPY","0","0",
"25004_250963_1_650","650","JPY","0","0",
"25005_250932_1_350","350","JPY","0","0",
"25003_507_1_250","250","JPY","0","0",
"25003_541_1_630","630","JPY","0","0",
"21002_210011_1_230","230","JPY","0","0",
"25003_534_1_420","420","JPY","0","0",
"25002_250478_1_430","430","JPY","0","0",
"25004_250595_1_450","450","JPY","0","0",
"21005_210332_1_310","310","JPY","0","0",
"25004_250601_1_170","170","JPY","0","0",
"25004_250602_1_320","320","JPY","0","0",
"25003_506_1_740","740","JPY","0","0",
"29005_292025_1_170","170","JPY","0","0",
"25001_250461_1_390","390","JPY","0","0",
"29007_290871_1_190","190","JPY","0","0",
"25002_250477_1_650","650","JPY","0","0",
"25004_250621_1_860","860","JPY","0","0",
"21002_210013_1_320","320","JPY","0","0",
"25003_517_1_340","340","JPY","0","0",
"25003_537_1_260","260","JPY","0","0",
"25003_507_1_640","640","JPY","0","0",
"29010_290633_1_250","250","JPY","0","0",
"25004_250631_1_200","200","JPY","0","0",
"29005_291052_1_280","280","JPY","0","0",
"25001_250462_1_170","170","JPY","0","0",
"21003_210102_1_550","550","JPY","0","0",
"20001_200214_1_480","480","JPY","0","0",
"25004_250962_1_400","400","JPY","0","0",
"25003_509_1_560","560","JPY","0","0",
"25004_250594_1_350","350","JPY","0","0",
"25003_543_1_420","420","JPY","0","0",
"25002_250478_1_1000","1000","JPY","0","0",
"25005_250911_1_210","210","JPY","0","0",
"25004_250651_1_420","420","JPY","0","0",
"20001_200213_1_310","310","JPY","0","0",
"25002_250473_1_520","520","JPY","0","0",
"25003_506_1_310","310","JPY","0","0",
"25003_537_1_620","620","JPY","0","0",
"25003_508_1_330","330","JPY","0","0",
"25003_537_1_700","700","JPY","0","0",
"25006_250813_1_300","300","JPY","0","0",
"29005_291022_1_460","460","JPY","0","0",
"25004_250622_1_710","710","JPY","0","0",
"25002_250473_1_460","460","JPY","0","0",
"25004_250622_1_940","940","JPY","0","0",
"29005_291012_1_380","380","JPY","0","0",
"25004_250602_1_580","580","JPY","0","0",
"25003_542_1_370","370","JPY","0","0",
"29005_292012_1_330","330","JPY","0","0",
"25002_250478_1_140","140","JPY","0","0",
"25004_250622_1_670","670","JPY","0","0",
"25002_250472_1_640","640","JPY","0","0",
"25004_250596_1_630","630","JPY","0","0",
"25003_536_1_420","420","JPY","0","0",
"25002_250473_1_350","350","JPY","0","0",
"25004_250605_1_340","340","JPY","0","0",
"29010_290636_1_410","410","JPY","0","0",
"25002_250476_1_330","330","JPY","0","0",
"25002_250472_1_250","250","JPY","0","0",
"25003_511_1_120","120","JPY","0","0",
"25004_250596_1_230","230","JPY","0","0",
"25003_533_1_170","170","JPY","0","0",
"25003_507_1_680","680","JPY","0","0",
"25002_250471_1_910","910","JPY","0","0",
"25004_250641_1_240","240","JPY","0","0",
"29005_291022_1_350","350","JPY","0","0",
"29007_290112_1_220","220","JPY","0","0",
"21002_210073_1_310","310","JPY","0","0",
"25003_545_1_210","210","JPY","0","0",
"25003_536_1_680","680","JPY","0","0",
"21004_210062_1_220","220","JPY","0","0",
"25003_538_1_590","590","JPY","0","0",
"25004_250622_1_580","580","JPY","0","0",
"29007_290111_1_350","350","JPY","0","0",
"21000_210008_1_760","760","JPY","0","0",
"25003_534_1_250","250","JPY","0","0",
"25003_507_1_420","420","JPY","0","0",
